pmid
41624877
41607594
41606817
41598167
41515926
41515608
41480892
41480883
41465549
41442876
41437054
41425860
41416743
41410579
41409437
41402949
41399768
41399072
41399061
41398868
41397362
41396107
41392523
41389878
41377348
41375773
41362577
41362567
41356090
41354403
41354106
41327765
41314131
41303880
41303155
41303153
41299487
41283570
41263171
41247141
41240967
41236136
41233344
41226758
41225405
41214590
41212883
41212370
41210449
41209864
41200575
41199312
41185894
41184949
41180969
41174273
41170569
41159408
41159041
41144903
41143689
41132540
41131762
41122197
41122182
41110725
41110685
41106411
41103438
41103435
41101787
41091209
41088837
41074801
41064206
41058627
41052072
41042710
41010659
41004196
40998534
40991358
40991033
40990017
40980140
40975268
40967766
40964926
40964783
40963330
40959170
40956071
40955640
40943925
40932318
40925743
40923993
40918540
40912974
40906346
40901469
40895868
40885085
40869458
40876558
40863428
40859804
40843865
40852743
40851265
40849891
40837562
40827265
40814094
40806561
40803819
40790333
40787476
40781169
40778944
40778471
40778337
40771150
40769405
40768904
40764139
40762896
40755567
40753024
40741830
40740947
40739540
40739515
40739275
40725936
40722657
40708472
40707847
40704486
40701643
40699284
40693411
40692773
40690765
40684237
40682117
40648921
40644608
40643639
40643573
40640919
40635494
40634093
40633426
40617175
40607439
40591000
40590161
40579023
40565330
40564181
40559102
40556994
40555925
40548519
40545704
40545390
40545280
40539399
40529317
40529316
40513365
40507462
40506621
40500569
40496851
40493905
40492281
40491463
40491148
40488936
40486574
40479958
40473104
40461743
40458057
40446838
40418457
40410650
40388776
40382507
40374686
40369252
40368851
40345585
40334368
40322376
40306284
40301499
40300410
40294559
40282891
40280051
40276896
40270956
40245586
40244816
40229742
40218150
40210443
40210147
40199468
40197179
40192850
40181990
40181583
40163867
40127823
40121742
40119621
40117729
40099027
40095466
40095034
40093950
40091572
40090204
40089094
40073151
40071296
40068763
40066438
40066169
40056511
40055686
40051385
40045598
40038164
40037792
40035723
40033001
40010942
40004909
40004702
39995397
39990294
39984304
39983663
39979794
39975554
39974108
39959646
39941292
39939219
39932782
39929909
39925611
39919896
39908749
39906351
39901281
39883306
39882931
39875062
39863892
39844268
39825929
39822854
39814449
39800945
39800810
39799978
39797328
39793598
39768847
39762124
39754731
39748687
39737175
39734875
39724289
39723749
39719300
39711360
39693122
39690757
39690755
39689029
39685534
39682582
39681380
39678895
39675699
39675519
39673628
39654533
39640205
39639378
39636517
39633326
39631910
39629127
39612436
39597905
39593055
39583861
39583403
39578822
39560968
39551575
39551335
39551149
39547863
39524857
39524435
39534599
39528110
39524452
39518649
39506443
39507540
39504460
39501720
39489658
39482644
39477378
39474521
39465724
39458029
39450495
39449593
39445640
39438246
39432139
39415340
39413452
39412518
39410579
39408982
39408709
39407973
39407931
39405163
39398767
39391300
39389412
39368099
39362770
39360738
39343293
39341221
39336873
39320427
39311676
39303666
39302018
39283681
39279113
39278720
39272673
39270812
39260308
39257341
39253319
39252490
39247043
39243209
39238598
39229261
39223693
39218450
39192903
39191192
39174415
39156663
39155148
39148737
39136242
39133368
39131623
39115243
39110542
39110383
39103942
39093508
39090289
39081417
39074630
39073264
39068761
39067258
39067148
31194355
39052245
39030584
39025770
39006431
39001320
38977844
38974402
38973747
38973729
38973714
38969087
38968162
38967534
38961767
38951047
38943279
38933731
38930065
38928165
38906325
38900045
38899353
38898318
38886003
38883149
38854416
38813668
38808332
38798743
38792541
38774707
38773593
38768695
38766737
38753059
38745204
38740369
38737661
38728884
38721305
38706209
38705755
38704780
38704556
38655827
38649271
38642508
38634363
38633257
38626906
38622106
38621712
38605950
38597870
38580343
38577997
38571583
38564878
38563202
38556035
38553751
38547537
38536980
38523723
38514918
38509351
38498147
38497858
38494831
38484788
38476794
38473928
38471107
38459356
38449991
38448173
38439916
38432977
38428976
38428973
38419219
38412181
38411210
38389137
38382243
38379433
38369685
38363440
32644520
38334875
38333520
38331820
38331470
38314728
38314593
38302188
38296310
38290451
38273359
38268499
38262872
38249427
38243706
38240817
38233007
38226064
38188883
38187299
38179726
38167388
38163807
38157761
38148269
38143490
38140794
38137919
38132149
38131748
38130961
38125642
38112272
38101778
38101775
38094295
38092528
39822332
38091126
38086437
38086271
38086040
38085367
38082233
38071573
38056314
38053461
38044213
38031367
38018810
38007449
38004009
38003027
38002712
38002655
37995046
37991015
37983683
37976081
37955294
37903543
37901393
37899093
37892795
37878048
37873462
37871923
37871919
37867179
37864077
37857191
37847297
37838085
37833957
37831431
37824204
37821555
37812493
37812481
37812235
37809328
37809072
37803100
37796708
37792570
37786320
37782164
37779266
37777728
37761353
37759458
37749409
37748807
37701997
37700346
37700154
37691925
37684581
37680626
37675163
37673775
37662936
37658422
37648668
37647438
37647425
37641106
37612098
37596162
37595508
37569893
37563706
37539050
37539016
37532984
37525786
37525698
37515801
37507851
37507209
37506503
37497719
37470243
37468847
37468565
37458486
37434169
37422652
37421537
37421190
37417009
37395725
37379132
37376768
37371850
37365494
37354502
37352174
37346052
37324076
37315742
37308252
37290224
37280251
37232505
37231870
37228267
37214353
37209188
37197388
37195453
37189182
37187431
37168154
37150488
37139230
37124053
37120327
37109752
37095673
37072760
37068269
37066633
37063894
37061836
37058847
37049403
37047772
37046439
37035330
37031806
37031622
37022592
37007765
37006269
37000107
36990790
36987949
36966238
36961324
36959614
36949407
36949162
36941782
36941690
36939701
36933302
36932433
36919770
36918112
36909171
36903446
36891195
36889782
36878621
36874209
36873871
36872912
36867790
36852564
36847056
36845072
36841380
36837566
36827063
36819914
36818630
36814737
36810000
36791029
36790285
36769604
36757601
36752280
36741231
36732826
36726924
36717188
36702465
36698825
36695444
36691996
36689640
36674789
36669830
36640788
36626420
36619654
36617928
36613472
36608984
36601871
36601584
38322100
36581384
36580020
36575269
36574898
36564119
36561742
36552047
36551951
36545245
36542325
36533977
36533334
36531427
36530900
36528072
36521530
36507116
36500562
36477171
36475156
36470416
36459713
36455984
36441650
36440916
36431053
36422505
36394143
36389806
36384806
36382269
36381717
36357514
36353063
36346076
36345900
36341379
36331101
36321051
36319035
36288980
36279863
36261881
36260501
36253840
36250713
36226615
36217184
36207238
36186211
36185266
36166058
36155967
36143828
36138190
36121851
36118532
36112486
36104017
36085196
36080255
36075242
36064885
36060643
36044099
36034053
36029141
35995491
35980075
35950003
35949803
35947933
35944848
35943459
35940674
35920411
35912842
35907639
35884786
35855575
35848439
35848433
35847798
35822806
35799412
35791866
35784288
35774508
35771531
35767889
35767157
35753951
35750435
35740390
35737860
35714115
35696743
35695895
35680318
35676424
35675168
35671648
35662004
35655303
35652240
35649411
35646974
35646960
40477429
35638484
35633522
35606782
35590341
35583934
35583542
35566564
35537698
35532073
35522243
35472663
35462572
35462548
35454396
35453601
35450030
35445144
35436058
35431170
35428307
35418287
35413677
35410260
35383565
35383557
35383056
35377443
35369881
35367217
35360748
35359378
37475899
35351939
35349410
35345761
35328687
35314903
35303257
35302602
35293341
35289841
35277213
35277175
35266094
35246023
35238669
35221959
35220958
35200123
35186127
35181688
35156636
35145797
35121155
35112192
35084323
35074142
35042730
37497172
35040083
35032476
35030495
35029907
35027028
35002722
34996461
34995017
34988683
34987879
34983485
34980225
34974565
34966821
34949700
34948087
34929135
34927207
34918144
34916677
34896887
34896652
34882373
34881329
34876670
34875040
34819525
34800087
34796839
34791403
34791359
34789625
34781162
34776393
34765622
34762577
34757493
34756311
34747452
34722574
34719401
34703142
34679629
34679492
34654367
34650297
34635095
34620633
34605934
34602377
37476358
34585990
34583914
34579993
34527489
34505934
34502225
34501260
34501253
34494959
34477117
34473908
34471427
34461491
34449068
34442026
34429162
34411838
34403813
34402690
34400910
34392987
34391465
34385106
34381949
34378080
34377160
34375639
34356910
34344703
34337716
34336316
34333094
34321337
34313866
34288018
34274288
34262385
34260687
34251498
34248951
34240035
34211592
34193085
34189672
34184191
34168062
34163223
34159494
34158959
34156606
34154345
34145316
34132624
34127620
34124144
34118430
34099156
34073225
34067842
34062592
34059186
34046493
34034155
34030695
34019264
33993221
33976699
33952218
33951402
33942201
33938789
33919537
33914202
33911185
33894442
33894441
33889087
33887489
33886458
33879239
33878179
33869177
33861812
33851900
33840179
33835473
33823923
33811590
33802193
33795496
33789847
37476013
33788195
33786454
33784938
33779697
33779447
33746759
33721094
33718399
36286699
33689842
33689246
33674419
33672699
33666155
33646447
33644223
33638296
33635222
33625044
33611648
33603270
33586127
33564974
33547781
33539231
33515067
33509333
33505482
33505480
33505478
33496209
33495152
33486109
33484860
33479021
33474659
33462611
33432658
33427541
33420569
33408105
33406284
33392224
33389316
35459374
33379844
33379351
33372076
33364263
33360228
33358512
33353104
33346105
33343379
33333235
33331311
33318970
33315188
33315114
33303554
33282632
33271551
33262991
33261231
33259751
33253593
33241299
33226736
33224668
33216465
33210383
33209580
33197284
33193443
33191286
33178636
33170478
33150434
33130748
33095142
33093777
33080444
33075377
33069501
33068439
33059295
33051991
33038063
33037004
33036598
33031276
33026891
33025880
33024689
32994431
32977717
32973236
32964766
32944095
32934136
32911135
32906025
32896697
32892887
32888273
32887318
32867620
32867459
32851322
32826657
32817113
32794076
32793902
32780828
32780179
32765707
32737115
32722946
32708286
32701675
32700874
32657636
32646919
32645631
32631205
32616807
32613392
32596609
32588976
32582191
32571732
32557255
32532752
32506053
32480097
32466389
32450646
32441061
32428513
32398023
32397174
32388319
32385026
32384128
32344736
32324126
